0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
28879 0 14,21 14,20 14,19 13,19 13,18 13,17 13,16 12,16
28880 0 14,21 14,20 14,19 13,19 13,18 13,17 13,16 12,16
28881 0 14,20 14,19 13,19 13,18 13,17 13,16 12,16 12,17
28882 0 14,20 14,19 13,19 13,18 13,17 13,16 12,16 12,17
28883 0 14,20 14,19 13,19 13,18 13,17 13,16 12,16 12,17
28884 0 14,19 13,19 13,18 13,17 13,16 12,16 12,17 12,18
28885 0 13,19 13,18 13,17 13,16 12,16 12,17 12,18 11,18
28886 0 13,18 13,17 13,16 12,16 12,17 12,18 11,18 10,18
28887 0 13,18 13,17 13,16 12,16 12,17 12,18 11,18 10,18
28888 0 13,17 13,16 12,16 12,17 12,18 11,18 10,18 10,19
28889 0 13,17 13,16 12,16 12,17 12,18 11,18 10,18 10,19
28890 0 13,17 13,16 12,16 12,17 12,18 11,18 10,18 10,19
28891 0 13,16 12,16 12,17 12,18 11,18 10,18 10,19 9,19
28892 0 14,16 13,16 12,16 12,17 12,18 11,18 10,18 10,19
28893 0 13,16 12,16 12,17 12,18 11,18 10,18 10,19 11,19
28894 0 12,16 12,17 12,18 11,18 10,18 10,19 11,19 11,20
28895 0 12,16 12,17 12,18 11,18 10,18 10,19 11,19 11,20
28896 0 12,17 12,18 11,18 10,18 10,19 11,19 11,20 11,21
28897 0 11,17 12,17 12,18 11,18 10,18 10,19 11,19 11,20
28898 0 10,17 11,17 12,17 12,18 11,18 10,18 10,19 11,19
28899 0 11,17 12,17 12,18 11,18 10,18 10,19 11,19 12,19
28900 0 11,17 12,17 12,18 11,18 10,18 10,19 11,19 12,19
28901 0 12,17 12,18 11,18 10,18 10,19 11,19 12,19 13,19
28902 0 12,18 11,18 10,18 10,19 11,19 12,19 13,19 13,18
28903 0 13,18 12,18 11,18 10,18 10,19 11,19 12,19 13,19
28904 0 12,18 11,18 10,18 10,19 11,19 12,19 13,19 14,19
28905 0 12,18 11,18 10,18 10,19 11,19 12,19 13,19 14,19
28906 0 13,18 12,18 11,18 10,18 10,19 11,19 12,19 13,19
28907 0 13,17 13,18 12,18 11,18 10,18 10,19 11,19 12,19
28908 0 13,17 13,18 12,18 11,18 10,18 10,19 11,19 12,19
28909 0 13,17 13,18 12,18 11,18 10,18 10,19 11,19 12,19
28910 0 13,18 12,18 11,18 10,18 10,19 11,19 12,19 13,19
28911 0 13,19 13,18 12,18 11,18 10,18 10,19 11,19 12,19
28912 0 13,20 13,19 13,18 12,18 11,18 10,18 10,19 11,19
28913 0 12,20 13,20 13,19 13,18 12,18 11,18 10,18 10,19
28914 0 12,20 13,20 13,19 13,18 12,18 11,18 10,18 10,19
28915 0 13,20 13,19 13,18 12,18 11,18 10,18 10,19 9,19
28916 0 13,19 13,18 12,18 11,18 10,18 10,19 9,19 8,19
28917 0 12,19 13,19 13,18 12,18 11,18 10,18 10,19 9,19
28918 0 12,19 13,19 13,18 12,18 11,18 10,18 10,19 9,19
28919 0 13,19 13,18 12,18 11,18 10,18 10,19 9,19 8,19
28920 0 13,18 12,18 11,18 10,18 10,19 9,19 8,19 8,18
28921 0 13,17 13,18 12,18 11,18 10,18 10,19 9,19 8,19
28922 0 13,18 12,18 11,18 10,18 10,19 9,19 8,19 8,20
28923 0 13,17 13,18 12,18 11,18 10,18 10,19 9,19 8,19
28924 0 13,18 12,18 11,18 10,18 10,19 9,19 8,19 7,19
28925 0 14,18 13,18 12,18 11,18 10,18 10,19 9,19 8,19
28926 0 13,18 12,18 11,18 10,18 10,19 9,19 8,19 8,20
28927 0 12,18 11,18 10,18 10,19 9,19 8,19 8,20 8,21
28928 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 8,20
28929 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 8,20
28930 0 12,18 11,18 10,18 10,19 9,19 8,19 8,20 9,20
28931 0 12,18 11,18 10,18 10,19 9,19 8,19 8,20 9,20
28932 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 8,20
28933 0 12,18 11,18 10,18 10,19 9,19 8,19 8,20 8,21
28934 0 11,18 10,18 10,19 9,19 8,19 8,20 8,21 8,22
28935 0 11,17 11,18 10,18 10,19 9,19 8,19 8,20 8,21
28936 0 11,18 10,18 10,19 9,19 8,19 8,20 8,21 9,21
28937 0 12,18 11,18 10,18 10,19 9,19 8,19 8,20 8,21
28938 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 8,20
28939 0 13,17 12,17 12,18 11,18 10,18 10,19 9,19 8,19
28940 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 7,19
28941 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 7,19
28942 0 12,17 12,18 11,18 10,18 10,19 9,19 8,19 7,19
28943 0 13,17 12,17 12,18 11,18 10,18 10,19 9,19 8,19
28944 0 14,17 13,17 12,17 12,18 11,18 10,18 10,19 9,19
28945 0 14,18 14,17 13,17 12,17 12,18 11,18 10,18 10,19
28946 0 15,18 14,18 14,17 13,17 12,17 12,18 11,18 10,18
28947 0 15,19 15,18 14,18 14,17 13,17 12,17 12,18 11,18
28948 0 16,19 15,19 15,18 14,18 14,17 13,17 12,17 12,18
28949 0 16,18 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28950 0 16,18 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28951 0 16,19 15,19 15,18 14,18 14,17 13,17 12,17 12,18
28952 0 16,18 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28953 0 16,18 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28954 0 16,19 15,19 15,18 14,18 14,17 13,17 12,17 11,17
28955 0 17,19 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28956 0 17,19 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28957 0 16,19 15,19 15,18 14,18 14,17 13,17 12,17 12,16
28958 0 16,20 16,19 15,19 15,18 14,18 14,17 13,17 12,17
28959 0 16,19 15,19 15,18 14,18 14,17 13,17 12,17 12,18
28960 0 15,19 15,18 14,18 14,17 13,17 12,17 12,18 12,19
28961 0 14,19 15,19 15,18 14,18 14,17 13,17 12,17 12,18
28962 0 13,19 14,19 15,19 15,18 14,18 14,17 13,17 12,17
28963 0 14,19 15,19 15,18 14,18 14,17 13,17 12,17 12,18
28964 0 15,19 15,18 14,18 14,17 13,17 12,17 12,18 11,18
28965 0 15,19 15,18 14,18 14,17 13,17 12,17 12,18 11,18
28966 0 15,20 15,19 15,18 14,18 14,17 13,17 12,17 12,18
28967 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 12,17
28968 0 15,20 15,19 15,18 14,18 14,17 13,17 12,17 12,16
28969 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 12,17
28970 0 14,19 14,20 15,20 15,19 15,18 14,18 14,17 13,17
28971 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 13,18
28972 0 13,20 14,20 15,20 15,19 15,18 14,18 14,17 13,17
28973 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 12,17
28974 0 13,20 14,20 15,20 15,19 15,18 14,18 14,17 13,17
28975 0 13,19 13,20 14,20 15,20 15,19 15,18 14,18 14,17
28976 0 13,20 14,20 15,20 15,19 15,18 14,18 14,17 13,17
28977 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 13,16
28978 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 13,16
28979 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 13,16
28980 0 14,20 15,20 15,19 15,18 14,18 14,17 13,17 13,16
28981 0 13,20 14,20 15,20 15,19 15,18 14,18 14,17 13,17
28982 0 13,19 13,20 14,20 15,20 15,19 15,18 14,18 14,17
28983 0 13,20 14,20 15,20 15,19 15,18 14,18 14,17 14,16
28984 0 14,20 15,20 15,19 15,18 14,18 14,17 14,16 14,15
28985 0 14,19 14,20 15,20 15,19 15,18 14,18 14,17 14,16
28986 0 14,20 15,20 15,19 15,18 14,18 14,17 14,16 13,16
28987 0 14,21 14,20 15,20 15,19 15,18 14,18 14,17 14,16
28988 0 14,21 14,20 15,20 15,19 15,18 14,18 14,17 14,16
28989 0 14,20 15,20 15,19 15,18 14,18 14,17 14,16 13,16
28990 0 15,20 15,19 15,18 14,18 14,17 14,16 13,16 12,16
28991 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 11,16
28992 0 14,19 15,19 15,18 14,18 14,17 14,16 13,16 12,16
28993 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,15
28994 0 15,18 14,18 14,17 14,16 13,16 12,16 12,15 12,14
28995 0 14,18 14,17 14,16 13,16 12,16 12,15 12,14 11,14
28996 0 15,18 14,18 14,17 14,16 13,16 12,16 12,15 12,14
28997 0 16,18 15,18 14,18 14,17 14,16 13,16 12,16 12,15
28998 0 16,18 15,18 14,18 14,17 14,16 13,16 12,16 12,15
28999 0 15,18 14,18 14,17 14,16 13,16 12,16 12,15 13,15
29000 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,15
29001 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,15
29002 0 15,20 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29003 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 11,16
29004 0 16,19 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29005 0 16,19 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29006 0 16,19 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29007 0 17,19 16,19 15,19 15,18 14,18 14,17 14,16 13,16
29008 0 16,19 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29009 0 16,20 16,19 15,19 15,18 14,18 14,17 14,16 13,16
29010 0 16,19 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29011 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 11,16
29012 0 15,20 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29013 0 15,21 15,20 15,19 15,18 14,18 14,17 14,16 13,16
29014 0 15,22 15,21 15,20 15,19 15,18 14,18 14,17 14,16
29015 0 15,22 15,21 15,20 15,19 15,18 14,18 14,17 14,16
29016 0 15,22 15,21 15,20 15,19 15,18 14,18 14,17 14,16
29017 0 15,22 15,21 15,20 15,19 15,18 14,18 14,17 14,16
29018 0 15,21 15,20 15,19 15,18 14,18 14,17 14,16 13,16
29019 0 15,21 15,20 15,19 15,18 14,18 14,17 14,16 13,16
29020 0 15,20 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29021 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,17
29022 0 15,18 14,18 14,17 14,16 13,16 12,16 12,17 13,17
29023 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,17
29024 0 15,18 14,18 14,17 14,16 13,16 12,16 12,17 13,17
29025 0 15,17 15,18 14,18 14,17 14,16 13,16 12,16 12,17
29026 0 15,18 14,18 14,17 14,16 13,16 12,16 12,17 11,17
29027 0 15,18 14,18 14,17 14,16 13,16 12,16 12,17 11,17
29028 0 15,18 14,18 14,17 14,16 13,16 12,16 12,17 11,17
29029 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,17
29030 0 15,19 15,18 14,18 14,17 14,16 13,16 12,16 12,17
29031 0 15,20 15,19 15,18 14,18 14,17 14,16 13,16 12,16
29032 0 15,21 15,20 15,19 15,18 14,18 14,17 14,16 13,16
29033 0 16,21 15,21 15,20 15,19 15,18 14,18 14,17 14,16
29034 0 16,22 16,21 15,21 15,20 15,19 15,18 14,18 14,17
29035 0 16,21 15,21 15,20 15,19 15,18 14,18 14,17 15,17
29036 0 16,21 15,21 15,20 15,19 15,18 14,18 14,17 15,17
29037 0 16,22 16,21 15,21 15,20 15,19 15,18 14,18 14,17
29038 0 16,23 16,22 16,21 15,21 15,20 15,19 15,18 14,18
29039 0 17,23 16,23 16,22 16,21 15,21 15,20 15,19 15,18
29040 0 16,23 16,22 16,21 15,21 15,20 15,19 15,18 14,18
29041 0 16,22 16,21 15,21 15,20 15,19 15,18 14,18 14,17
29042 0 15,22 16,22 16,21 15,21 15,20 15,19 15,18 14,18
29043 0 16,22 16,21 15,21 15,20 15,19 15,18 14,18 13,18
29044 0 16,21 15,21 15,20 15,19 15,18 14,18 13,18 13,17
29045 0 15,21 15,20 15,19 15,18 14,18 13,18 13,17 14,17
29046 0 14,21 15,21 15,20 15,19 15,18 14,18 13,18 13,17
29047 0 14,21 15,21 15,20 15,19 15,18 14,18 13,18 13,17
29048 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 13,18
29049 0 13,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29050 0 13,21 13,22 14,22 14,21 15,21 15,20 15,19 15,18
29051 0 13,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29052 0 13,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29053 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 13,18
29054 0 13,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29055 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29056 0 15,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29057 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29058 0 15,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29059 0 15,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29060 0 15,22 14,22 14,21 15,21 15,20 15,19 15,18 14,18
29061 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29062 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 14,20
29063 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 14,20
29064 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 14,20
29065 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 14,20
29066 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 14,20
29067 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29068 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 13,19
29069 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29070 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29071 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29072 0 14,22 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29073 0 14,21 15,21 15,20 15,19 15,18 14,18 14,19 14,20
29074 0 13,21 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29075 0 13,21 14,21 15,21 15,20 15,19 15,18 14,18 14,19
29076 0 13,22 13,21 14,21 15,21 15,20 15,19 15,18 14,18
29077 0 13,23 13,22 13,21 14,21 15,21 15,20 15,19 15,18
29078 0 13,22 13,21 14,21 15,21 15,20 15,19 15,18 15,17
29079 0 13,21 14,21 15,21 15,20 15,19 15,18 15,17 14,17
29080 0 12,21 13,21 14,21 15,21 15,20 15,19 15,18 15,17
29081 0 11,21 12,21 13,21 14,21 15,21 15,20 15,19 15,18
29082 0 10,21 11,21 12,21 13,21 14,21 15,21 15,20 15,19
29083 0 10,22 10,21 11,21 12,21 13,21 14,21 15,21 15,20
29084 0 10,21 11,21 12,21 13,21 14,21 15,21 15,20 14,20
29085 0 10,21 11,21 12,21 13,21 14,21 15,21 15,20 14,20
29086 0 11,21 12,21 13,21 14,21 15,21 15,20 14,20 14,19
29087 0 10,21 11,21 12,21 13,21 14,21 15,21 15,20 14,20
29088 0 10,20 10,21 11,21 12,21 13,21 14,21 15,21 15,20
29089 0 10,21 11,21 12,21 13,21 14,21 15,21 15,20 16,20
29090 0 11,21 12,21 13,21 14,21 15,21 15,20 16,20 17,20
29091 0 12,21 13,21 14,21 15,21 15,20 16,20 17,20 17,19
29092 0 13,21 14,21 15,21 15,20 16,20 17,20 17,19 18,19
29093 0 14,21 15,21 15,20 16,20 17,20 17,19 18,19 18,18
29094 0 14,22 14,21 15,21 15,20 16,20 17,20 17,19 18,19
29095 0 14,23 14,22 14,21 15,21 15,20 16,20 17,20 17,19
29096 0 14,22 14,21 15,21 15,20 16,20 17,20 17,19 17,18
29097 0 13,22 14,22 14,21 15,21 15,20 16,20 17,20 17,19
29098 0 13,23 13,22 14,22 14,21 15,21 15,20 16,20 17,20
29099 0 13,24 13,23 13,22 14,22 14,21 15,21 15,20 16,20
29100 0 13,23 13,22 14,22 14,21 15,21 15,20 16,20 16,21
29101 0 13,22 14,22 14,21 15,21 15,20 16,20 16,21 16,22
29102 0 13,22 14,22 14,21 15,21 15,20 16,20 16,21 16,22
29103 0 12,22 13,22 14,22 14,21 15,21 15,20 16,20 16,21
29104 0 12,22 13,22 14,22 14,21 15,21 15,20 16,20 16,21
29105 0 12,23 12,22 13,22 14,22 14,21 15,21 15,20 16,20
29106 0 12,22 13,22 14,22 14,21 15,21 15,20 16,20 16,19
29107 0 13,22 14,22 14,21 15,21 15,20 16,20 16,19 17,19
29108 0 14,22 14,21 15,21 15,20 16,20 16,19 17,19 18,19
29109 0 15,22 14,22 14,21 15,21 15,20 16,20 16,19 17,19
29110 0 16,22 15,22 14,22 14,21 15,21 15,20 16,20 16,19
29111 0 17,22 16,22 15,22 14,22 14,21 15,21 15,20 16,20
29112 0 18,22 17,22 16,22 15,22 14,22 14,21 15,21 15,20
29113 0 18,21 18,22 17,22 16,22 15,22 14,22 14,21 15,21
29114 0 18,21 18,22 17,22 16,22 15,22 14,22 14,21 15,21
29115 0 18,22 17,22 16,22 15,22 14,22 14,21 15,21 16,21
29116 0 17,22 16,22 15,22 14,22 14,21 15,21 16,21 16,20
29117 0 18,22 17,22 16,22 15,22 14,22 14,21 15,21 16,21
29118 0 18,22 17,22 16,22 15,22 14,22 14,21 15,21 16,21
29119 0 18,23 18,22 17,22 16,22 15,22 14,22 14,21 15,21
29120 0 17,23 18,23 18,22 17,22 16,22 15,22 14,22 14,21
29121 0 17,23 18,23 18,22 17,22 16,22 15,22 14,22 14,21
29122 0 17,24 17,23 18,23 18,22 17,22 16,22 15,22 14,22
29123 0 17,24 17,23 18,23 18,22 17,22 16,22 15,22 14,22
29124 0 17,23 18,23 18,22 17,22 16,22 15,22 14,22 13,22
29125 0 18,23 18,22 17,22 16,22 15,22 14,22 13,22 13,21
29126 0 18,23 18,22 17,22 16,22 15,22 14,22 13,22 13,21
29127 0 18,22 17,22 16,22 15,22 14,22 13,22 13,21 14,21
29128 0 17,22 16,22 15,22 14,22 13,22 13,21 14,21 15,21
29129 0 16,22 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29130 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 16,20
29131 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 16,20
29132 0 16,22 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29133 0 16,22 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29134 0 16,23 16,22 15,22 14,22 13,22 13,21 14,21 15,21
29135 0 17,23 16,23 16,22 15,22 14,22 13,22 13,21 14,21
29136 0 17,22 17,23 16,23 16,22 15,22 14,22 13,22 13,21
29137 0 17,23 16,23 16,22 15,22 14,22 13,22 13,21 12,21
29138 0 17,23 16,23 16,22 15,22 14,22 13,22 13,21 12,21
29139 0 18,23 17,23 16,23 16,22 15,22 14,22 13,22 13,21
29140 0 17,23 16,23 16,22 15,22 14,22 13,22 13,21 14,21
29141 0 16,23 16,22 15,22 14,22 13,22 13,21 14,21 15,21
29142 0 16,23 16,22 15,22 14,22 13,22 13,21 14,21 15,21
29143 0 16,22 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29144 0 16,22 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29145 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 16,20
29146 0 15,23 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29147 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29148 0 14,22 13,22 13,21 14,21 15,21 15,20 14,20 13,20
29149 0 14,22 13,22 13,21 14,21 15,21 15,20 14,20 13,20
29150 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29151 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29152 0 14,22 13,22 13,21 14,21 15,21 15,20 14,20 14,19
29153 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29154 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29155 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29156 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29157 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29158 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29159 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29160 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 14,20
29161 0 15,23 15,22 14,22 13,22 13,21 14,21 15,21 15,20
29162 0 15,22 14,22 13,22 13,21 14,21 15,21 15,20 16,20
29163 0 14,22 13,22 13,21 14,21 15,21 15,20 16,20 17,20
29164 0 13,22 13,21 14,21 15,21 15,20 16,20 17,20 17,19
29165 0 13,23 13,22 13,21 14,21 15,21 15,20 16,20 17,20
29166 0 13,24 13,23 13,22 13,21 14,21 15,21 15,20 16,20
29167 0 13,23 13,22 13,21 14,21 15,21 15,20 16,20 16,19
29168 0 13,23 13,22 13,21 14,21 15,21 15,20 16,20 16,19
29169 0 13,22 13,21 14,21 15,21 15,20 16,20 16,19 17,19
29170 0 13,23 13,22 13,21 14,21 15,21 15,20 16,20 16,19
29171 0 13,23 13,22 13,21 14,21 15,21 15,20 16,20 16,19
29172 0 12,23 13,23 13,22 13,21 14,21 15,21 15,20 16,20
29173 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 15,20
29174 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 15,20
29175 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 15,20
29176 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 15,20
29177 0 11,22 11,23 12,23 13,23 13,22 13,21 14,21 15,21
29178 0 12,22 11,22 11,23 12,23 13,23 13,22 13,21 14,21
29179 0 12,22 11,22 11,23 12,23 13,23 13,22 13,21 14,21
29180 0 12,22 11,22 11,23 12,23 13,23 13,22 13,21 14,21
29181 0 11,22 11,23 12,23 13,23 13,22 13,21 14,21 14,22
29182 0 11,23 12,23 13,23 13,22 13,21 14,21 14,22 15,22
29183 0 11,23 12,23 13,23 13,22 13,21 14,21 14,22 15,22
29184 0 11,23 12,23 13,23 13,22 13,21 14,21 14,22 15,22
29185 0 11,22 11,23 12,23 13,23 13,22 13,21 14,21 14,22
29186 0 10,22 11,22 11,23 12,23 13,23 13,22 13,21 14,21
29187 0 10,22 11,22 11,23 12,23 13,23 13,22 13,21 14,21
29188 0 9,22 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29189 0 9,23 9,22 10,22 11,22 11,23 12,23 13,23 13,22
29190 0 9,23 9,22 10,22 11,22 11,23 12,23 13,23 13,22
29191 0 9,22 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29192 0 9,22 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29193 0 10,22 11,22 11,23 12,23 13,23 13,22 13,21 13,20
29194 0 9,22 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29195 0 9,22 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29196 0 10,22 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29197 0 9,22 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29198 0 10,22 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29199 0 10,23 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29200 0 10,23 10,22 11,22 11,23 12,23 13,23 13,22 13,21
29201 0 10,22 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29202 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29203 0 11,21 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29204 0 11,21 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29205 0 11,21 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29206 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29207 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29208 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29209 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29210 0 12,22 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29211 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 12,20
29212 0 12,22 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29213 0 12,22 11,22 11,23 12,23 13,23 13,22 13,21 12,21
29214 0 11,22 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29215 0 11,23 12,23 13,23 13,22 13,21 12,21 11,21 11,22
29216 0 11,24 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29217 0 12,24 11,24 11,23 12,23 13,23 13,22 13,21 12,21
29218 0 11,24 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29219 0 11,23 12,23 13,23 13,22 13,21 12,21 11,21 10,21
29220 0 10,23 11,23 12,23 13,23 13,22 13,21 12,21 11,21
29221 0 9,23 10,23 11,23 12,23 13,23 13,22 13,21 12,21
29222 0 9,22 9,23 10,23 11,23 12,23 13,23 13,22 13,21
29223 0 9,23 10,23 11,23 12,23 13,23 13,22 13,21 14,21
29224 0 10,23 11,23 12,23 13,23 13,22 13,21 14,21 15,21
29225 0 10,23 11,23 12,23 13,23 13,22 13,21 14,21 15,21
29226 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 16,21
29227 0 12,23 13,23 13,22 13,21 14,21 15,21 16,21 17,21
29228 0 13,23 13,22 13,21 14,21 15,21 16,21 17,21 18,21
29229 0 13,23 13,22 13,21 14,21 15,21 16,21 17,21 18,21
29230 0 13,24 13,23 13,22 13,21 14,21 15,21 16,21 17,21
29231 0 13,23 13,22 13,21 14,21 15,21 16,21 17,21 17,20
29232 0 12,23 13,23 13,22 13,21 14,21 15,21 16,21 17,21
29233 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 16,21
29234 0 12,23 13,23 13,22 13,21 14,21 15,21 16,21 17,21
29235 0 13,23 13,22 13,21 14,21 15,21 16,21 17,21 17,20
29236 0 12,23 13,23 13,22 13,21 14,21 15,21 16,21 17,21
29237 0 11,23 12,23 13,23 13,22 13,21 14,21 15,21 16,21
29238 0 11,22 11,23 12,23 13,23 13,22 13,21 14,21 15,21
29239 0 11,21 11,22 11,23 12,23 13,23 13,22 13,21 14,21
29240 0 12,21 11,21 11,22 11,23 12,23 13,23 13,22 13,21
29241 0 13,21 12,21 11,21 11,22 11,23 12,23 13,23 13,22
29242 0 13,21 12,21 11,21 11,22 11,23 12,23 13,23 13,22
29243 0 14,21 13,21 12,21 11,21 11,22 11,23 12,23 13,23
29244 0 15,21 14,21 13,21 12,21 11,21 11,22 11,23 12,23
29245 0 16,21 15,21 14,21 13,21 12,21 11,21 11,22 11,23
29246 0 15,21 14,21 13,21 12,21 11,21 11,22 11,23 11,24
29247 0 15,20 15,21 14,21 13,21 12,21 11,21 11,22 11,23
29248 0 15,20 15,21 14,21 13,21 12,21 11,21 11,22 11,23
29249 0 15,20 15,21 14,21 13,21 12,21 11,21 11,22 11,23
29250 0 16,20 15,20 15,21 14,21 13,21 12,21 11,21 11,22
29251 0 16,20 15,20 15,21 14,21 13,21 12,21 11,21 11,22
29252 0 16,19 16,20 15,20 15,21 14,21 13,21 12,21 11,21
29253 0 15,19 16,19 16,20 15,20 15,21 14,21 13,21 12,21
29254 0 16,19 16,20 15,20 15,21 14,21 13,21 12,21 12,22
29255 0 16,19 16,20 15,20 15,21 14,21 13,21 12,21 12,22
